CustomerID,Name,Age,Gender,MembershipLevel,IncomeLevel,ElectronicsSpending,ClothingSpending,GrocerySpending,HomeSpending,Visits,PurchaseFrequency,OnlineActivity,EmailOpens,AppUsage,LoyaltyPoints
CUST0020,Customer_20,24,Male,Silver,47985.112987108376,636.3769789448252,132.0763568544893,160.2805524838874,71.3782714246876,9,1,19.33653899348078,20.265169258107587,14.321413088408839,113.19484946982168
CUST0021,Customer_21,24,Male,Bronze,46581.00927548539,458.4526590076267,289.1708576975847,139.0644922185222,99.53834945224115,7,5,19.06199044820564,27.77087323643584,9.082134160277311,143.86911296691312
CUST0022,Customer_22,24,Male,Silver,41718.64531739038,539.9092381859989,265.9896633711006,122.8751866176494,0.0,6,2,23.00906805597338,24.26780584537496,24.667713147149957,149.41624511752423
CUST0023,Customer_23,27,Male,Silver,46535.90865689574,587.2435782392242,259.14000109603296,245.91056769643237,300.89568290201623,7,1,25.23144674000959,25.40872695135779,17.507133785130407,168.8191573646423
CUST0024,Customer_24,23,Male,Silver,41454.57887297756,415.49623846529084,79.26176984876649,182.02995786334216,76.99746141500839,8,1,30.77461338318301,19.056398994287353,8.808845744258251,112.26046017046782
CUST0025,Customer_25,31,Female,Gold,45594.57431313498,522.9435511653803,187.61082622719798,161.99213668197933,69.4119946765706,7,2,31.39152754911448,16.376593375421464,23.05410154696251,152.83881281079422
CUST0026,Customer_26,24,Female,Silver,43056.382585203355,574.367564536875,228.89785381885403,17.593488130107232,156.30696033373087,8,3,19.86571065230923,17.97397808783993,13.370134295092557,234.6195537826282
CUST0027,Customer_27,21,Female,Bronze,41581.32451756539,509.2041889732596,193.54747524063157,150.97951042689303,322.4720998001007,5,1,24.009537209013978,19.585789944773513,7.796736305965917,145.07952962757616
CUST0028,Customer_28,31,Female,Gold,47817.914475587626,479.00725869816614,214.2730435800479,145.15822641825645,238.34823201410023,6,1,15.091730371927273,22.23702704273217,20.30346231590151,144.1245575486582
CUST0029,Customer_29,25,Male,Gold,48087.206482809896,488.6212343894626,288.61904736542664,303.65038874367735,24.560987142700498,3,1,17.903292663799643,24.495874559723532,11.378331023264503,80.72664084308171
CUST0030,Customer_30,24,Male,Bronze,38335.12837270575,629.015771901085,253.1641954448069,235.75581090137138,173.6026534904858,8,3,20.30127320337703,17.740115101024927,10.765331313761685,135.6425112878204
CUST0031,Customer_31,18,Female,Silver,51508.629416469164,280.32527798170776,265.9093325829141,154.192921079447,148.51753246496537,6,2,20.640612379410655,20.331456562594035,10.51381834319347,182.77489871752493
CUST0032,Customer_32,27,Female,Gold,46842.484313161796,382.4438211968039,182.51516664106924,72.2770792327075,70.88364712505427,5,4,19.21546954744202,19.374763531395647,8.37194862248706,113.86383615254859
CUST0033,Customer_33,24,Male,Gold,45547.60223608401,405.4677790802514,45.93889909723663,19.54251561837623,187.96596691634187,6,2,26.901375822100007,22.453239886458185,8.841346162450872,142.68754760481767
CUST0034,Customer_34,30,Male,Gold,43557.85987870931,504.06152512883597,204.62220447328082,308.23777965472465,52.22139070066156,8,1,19.52927023246253,22.329580219129745,16.712284590037573,194.34588819528284
CUST0035,Customer_35,26,Male,Silver,46761.390309246926,629.6142943901634,266.1053944211537,106.57248198320521,255.5970385308192,5,1,18.757396503060434,19.19126491516613,16.665866474199124,129.2629350636937
CUST0036,Customer_36,18,Female,Gold,44453.684690252434,418.20877441943657,295.2825364298855,114.6741388539637,373.92577912108925,9,1,28.74811539416541,23.575635138072844,16.167328982401216,161.0795676682229
CUST0037,Customer_37,26,Male,Bronze,46996.755780387386,552.3352516278966,411.24527417454897,196.1194972219674,74.6203335027844,3,4,21.6837914371402,23.6044278702438,24.52953618463497,143.82806962791474
CUST0038,Customer_38,25,Male,Silver,52893.36488771872,516.073706756392,264.61056047234007,18.68391295282393,240.59152072425854,7,1,25.425470558066376,15.812422978264753,26.709876012564976,103.94435600054717
CUST0039,Customer_39,30,Female,Bronze,41730.222259406735,526.0225710970719,114.78717433905013,270.71152218978204,96.4681258092748,7,2,16.17167606758172,23.512320579071602,12.48381257167126,168.35938379022832
CUST0040,Customer_40,25,Female,Bronze,45411.18045485834,638.2926464372937,444.16367945079503,249.6033955712083,91.28599025766147,6,1,19.873809082232217,21.179170769488096,24.8212648349745,131.0833498743943
CUST0041,Customer_41,22,Female,Gold,46003.326335626916,487.81284257610645,209.56354598504558,250.96912225852074,126.90055113590333,8,1,31.90364719072611,22.757439365030756,17.001094852035187,113.46464318560092
CUST0042,Customer_42,27,Male,Gold,49050.32528335152,353.023156617491,40.09084116123432,200.36660236094656,71.12301765444676,7,1,15.197470428086646,22.62006838900323,13.25108119521574,73.67901436549465
CUST0043,Customer_43,30,Male,Gold,39256.71465908121,727.3324952110432,143.59832711114214,211.15605681259987,284.6949010387185,9,4,15.384618805598233,18.59240350747826,16.12998637047015,162.1924231369314
CUST0044,Customer_44,25,Female,Bronze,37605.029821433054,519.6578158964799,186.57486117659653,150.37610410441334,0.0,8,2,31.975822783194815,21.77647706040648,17.83170065259511,161.95454528315787
CUST0045,Customer_45,20,Male,Silver,58878.499733007964,426.92076120773834,255.45666021424847,235.05820069491514,38.52158720097026,9,2,21.932636815463333,22.415523887165328,18.821260993045115,137.323944944291
CUST0046,Customer_46,28,Male,Gold,37370.639305161305,395.20300101735097,0.0,370.7008156842945,318.39921276849344,7,1,34.94939136109162,20.186756565604863,13.933964365474178,141.78600217192167
CUST0047,Customer_47,27,Male,Gold,49014.01300852159,538.3961637474451,191.54759146460955,237.81009517567125,101.07923405043228,7,2,26.814236453990603,23.913900097062896,12.787838125443514,150.76130514677038
CUST0048,Customer_48,27,Female,Bronze,39339.37805525647,442.59556427689705,266.8113891218333,341.92924947296217,202.4900186128734,9,1,24.250952461238214,24.417205898578356,3.368241432501115,182.3240965434358
CUST0049,Customer_49,20,Female,Silver,50779.70034139202,538.6831790542647,0.0,0.0,263.24819174525055,8,1,18.59060552477968,23.537814917128664,14.93627924755816,168.63185647547343
CUST0050,Customer_50,27,Male,Bronze,53710.153969782674,567.0077777913726,278.0773049140578,135.7875279696326,77.46787658381552,6,4,20.96862635305108,22.781586961222047,3.7759854614634527,157.2742619013224
CUST0051,Customer_51,32,Male,Gold,41126.809453685375,787.4442137126758,224.22406046566533,0.0,81.44617600320888,8,4,26.59049274125842,26.702783262636903,9.111072292538234,116.59215238418275
CUST0052,Customer_52,20,Male,Bronze,42769.68462004048,546.1918986435667,227.26557623830192,257.7849036663182,26.348598250326333,5,2,19.986760973473423,25.905547504480285,11.862905578112615,122.13832271206259
CUST0053,Customer_53,27,Male,Gold,43848.55904136253,346.5055606462587,96.06441751679112,224.77659584069556,0.0,9,1,26.081079084840304,20.1087621279111,10.423793100018173,144.38311046870547
CUST0054,Customer_54,29,Female,Silver,44558.16124569948,463.452264624254,286.74173610828007,255.05272502515564,116.15082799802589,6,2,22.045442543058286,22.938922455450555,9.028647865771237,145.3154473807624
CUST0055,Customer_55,23,Female,Bronze,50324.43805745251,402.75321506294847,140.4890232809068,215.53988244117403,121.42118888161971,10,1,23.549264734773722,25.388948454917113,12.108430385363496,109.68326465780359
CUST0056,Customer_56,23,Male,Gold,37735.19410174958,604.9704627310696,173.03826581935917,126.19728601997696,0.0,4,4,24.515528330502892,25.499502489775317,20.199962199149148,106.98139158281178
CUST0057,Customer_57,33,Male,Gold,55543.66297800615,413.6233557876965,0.0,135.34679100559234,143.82962621214486,6,1,18.856709818311028,24.764904155061544,15.318166201842775,165.54542188828862
CUST0058,Customer_58,29,Female,Gold,34923.38217956676,392.9477789165897,143.59707063594564,428.1372359688783,134.90053669003242,8,1,23.71607726248761,24.934878946348775,19.30982542530078,155.70198316749054
CUST0059,Customer_59,26,Male,Gold,46102.843103127256,300.67338252902107,115.94671148128565,194.09439563881637,48.402419307379446,8,2,29.83685127360997,24.874761478457714,16.13630704567284,159.4394130218575
CUST0060,Customer_60,29,Female,Bronze,43257.813570460086,437.0669001680198,196.31739626065894,123.44694558356505,221.56869450634844,6,3,21.165134005598087,23.417189928518074,15.832075743814443,107.72060575124999
CUST0061,Customer_61,25,Male,Gold,47463.217657252986,463.5707312889502,71.7293441493716,341.1429243526171,128.76994828617362,5,4,26.086949048601625,18.399490010795173,9.777526268000607,130.32815840336474
CUST0062,Customer_62,26,Female,Bronze,48908.99915731961,565.0178479528568,259.9572406400143,305.67459786409955,132.67931596804698,5,1,22.65509669827104,14.265353711012525,12.193165704521707,146.42611198851353
CUST0063,Customer_63,24,Male,Gold,42563.953190885004,561.1376195804564,114.34541752245605,242.16226504708231,0.0,11,1,21.38367355351972,25.429197708669758,12.906475795967754,180.64783424977
CUST0064,Customer_64,27,Male,Bronze,45203.01049726886,447.4994096629625,326.7592170430262,194.0487214603503,163.23087311907702,7,2,25.599361131749916,21.645029731957028,14.75095684086712,103.42655215919874
CUST0065,Customer_65,26,Female,Bronze,37197.2949664389,498.3558070610913,177.93839838351855,208.45851094509783,15.117166591832401,3,1,17.77043665571451,16.658329950368554,18.83991634847285,185.03714681426123
CUST0066,Customer_66,23,Female,Gold,45416.14586389273,439.22143833201875,140.11015780237972,237.3737213888021,221.01414604286182,5,2,29.42266516966947,24.067108609644915,19.18848719200244,178.03955922327242
CUST0067,Customer_67,30,Male,Gold,50938.21315151533,484.49374147811807,167.7516982541908,181.34777653131854,66.55933139766316,4,1,24.7876312191861,20.238191746701464,14.03610106380696,132.37889852099804
CUST0068,Customer_68,30,Male,Gold,43997.81362987549,605.6633382183454,0.0,305.78557813290365,249.74061148626242,8,1,28.094434976112403,21.84964247297425,2.353312800376699,175.9453312350409
CUST0069,Customer_69,30,Female,Gold,36272.43964067414,487.5421075300113,344.85911214441825,294.0161313457146,203.60610511595235,3,3,21.909480508130287,24.987572586155483,16.280807292169122,136.40355169133406
CUST0070,Customer_70,27,Female,Silver,44935.43314464121,467.5722720108058,150.47760008712382,10.459100881543776,176.78534737712715,5,1,24.434869792269666,15.744347069303684,5.693255481615884,128.00784270172392
CUST0071,Customer_71,27,Male,Gold,49515.191353245806,310.86855041240926,269.6631484412815,146.49303816836635,31.68427549035229,6,3,24.370028925427857,22.150919568265962,16.2174786940395,164.8429332984858
CUST0072,Customer_72,25,Male,Gold,46066.59443227118,583.8170740137805,172.84133757368414,232.81405952806813,69.62955193268586,6,1,25.57636426493383,25.582545887653207,15.482726317693876,92.00489266029368
CUST0073,Customer_73,27,Female,Gold,58064.210870728544,480.86688310673503,35.12323608204207,187.96528894708513,119.69873968161608,6,3,29.891373931678622,24.05075723560325,14.334709576644658,170.7703635310889
CUST0074,Customer_74,21,Female,Bronze,42214.71939633002,409.537222139827,202.90493520680656,221.67346624868378,99.92870516627163,5,3,21.82271638897653,22.3063867626131,17.755338727379538,138.16632823768842
CUST0075,Customer_75,26,Female,Gold,50947.36710217915,485.13694745703765,292.2796985790489,225.46674443183898,321.6887544186916,7,2,28.508283569981835,22.190853279850508,11.810734516352795,122.7756325662963
CUST0076,Customer_76,24,Female,Bronze,41043.34515901641,501.7805169201884,143.0483451950916,190.4852821201847,104.13255562893637,6,2,20.29050437805726,23.91667313781032,22.83653933319476,147.29327248855276
CUST0077,Customer_77,23,Female,Bronze,42719.90994330102,445.17370992148847,146.5109702930434,71.88196903899502,135.44072769616918,6,2,28.93193706107644,21.29094149822692,9.072899976598444,125.03322523239346
CUST0078,Customer_78,28,Male,Bronze,49178.851353584774,521.8639647613567,143.52932768378966,246.19026180326983,217.6899078037066,5,1,33.10200981841056,19.78037717060984,6.474566653781377,178.48713303394396
CUST0079,Customer_79,29,Male,Bronze,43510.16338211288,458.70082181319134,83.50649498110478,179.89522726097022,236.59137153714005,6,3,25.31861928695216,23.733450672643418,12.578454097068159,126.36127451199516
CUST0080,Customer_80,20,Female,Silver,42961.65293744947,586.348545803126,113.06678058977263,92.96983461430952,184.01898237071237,7,3,17.18389729954798,29.69217384790104,8.921233129163749,141.62741941202205
CUST0081,Customer_81,25,Male,Gold,39861.792413174764,432.979057718675,208.33076008858697,106.002678813653,213.72236215348494,6,1,15.869372336653516,23.81849527183437,7.5661460864983185,146.49278219147251
CUST0082,Customer_82,27,Male,Bronze,40818.223180379915,559.0738083774891,34.22063762383678,200.64589339985588,115.91420664039914,6,1,18.314889978000373,26.856406075061795,21.07577504435877,159.26253765571397
CUST0083,Customer_83,28,Female,Gold,50025.06772335635,437.6643787713791,210.76035518143513,23.749162195899117,111.03043731924738,8,1,28.115706023436132,22.27475721608129,8.073140671651338,103.78041459961065
CUST0084,Customer_84,28,Male,Bronze,48557.62042629193,480.1764072987625,178.59681857520545,192.05679776285854,208.0296249253249,9,4,24.85979950379249,21.48420492890644,15.731240039094278,152.6636107176524
CUST0085,Customer_85,27,Male,Silver,52334.93318570052,681.5755721916655,185.47453703859136,386.5884908824462,237.22392467583936,6,4,31.428241507095827,20.61911366741846,23.66107626242824,169.25248463107891
CUST0086,Customer_86,33,Male,Bronze,43674.807090002505,434.6573256264004,3.3337870256659983,228.11939205679622,157.52512556187185,6,1,16.443894949124424,25.595334858495058,12.551502627358449,229.82147046862855
CUST0087,Customer_87,25,Female,Gold,41996.90579475845,428.7686881265138,64.80390234557487,219.22718907029423,78.01003002208778,8,1,29.922210558428233,24.272367247951124,15.14298388359172,184.40697762052463
CUST0088,Customer_88,28,Female,Gold,60526.064133316126,429.05447550217957,213.66161054584606,327.87090110109295,0.0,8,2,18.558946222763762,17.910881024346637,11.63755263434858,68.45541283023285
CUST0089,Customer_89,24,Male,Silver,48907.78166671291,422.3699359031172,344.8312701433808,336.99476027252877,247.56444826257743,7,1,19.48151253983697,21.57388441967684,10.530661752475947,132.81483573540288
CUST0090,Customer_90,30,Male,Gold,37566.11735242341,651.1692056119027,294.47264217541374,197.82168082776957,48.63834442592362,5,1,31.583827401571934,26.612834680222125,7.968576857083589,120.42116015281395
CUST0091,Customer_91,27,Male,Gold,44297.45430913896,278.13252429681825,140.22272394443118,366.10342980200187,61.002140958555586,6,1,25.93881492641874,22.34545539707375,11.289901292215108,97.86033812577725
CUST0092,Customer_92,30,Male,Bronze,37767.2829667946,520.3815695589554,0.0,241.72116830123827,217.02988872600608,8,1,30.92001802781848,28.923375084988205,13.391884319770185,123.46984909610217
CUST0093,Customer_93,26,Male,Gold,43406.59927052896,407.61298039898793,152.32614597584904,342.57560080062456,197.18819950354322,6,1,15.277677531967662,23.510287247805632,4.392220293055914,145.78980582355868
CUST0094,Customer_94,22,Male,Bronze,46254.028872903364,476.3856301334143,218.05899338907105,131.55781529214795,77.27143743922677,5,2,27.02596337390474,18.343082432391622,14.741857638538653,142.89746220463215
CUST0095,Customer_95,26,Female,Silver,46628.84809798259,429.79651896547756,233.90304254625391,232.802871098362,134.1036655822564,7,3,13.74529821052366,24.830391525596102,16.712138826106372,103.6512401678382
CUST0096,Customer_96,28,Male,Gold,43803.39546988019,443.8033563681447,155.2320217534338,201.23988442382245,41.46468574879469,8,1,21.178987582560314,24.25862703284191,13.402216188404598,165.44530476086902
CUST0097,Customer_97,28,Male,Bronze,39120.980808905115,580.9260202222924,59.79640284981144,288.1580526882511,322.83571922302394,8,1,28.31782859693009,28.738386897808034,13.484841795009853,135.9589003991033
CUST0098,Customer_98,22,Female,Gold,47355.39709409835,596.917718254313,275.7737128149454,485.1966977287799,123.30270429657973,4,2,10.917741173937552,20.40068822540646,23.121910293001058,146.75400945895313
CUST0099,Customer_99,26,Male,Bronze,54898.90188357678,442.940010833663,332.18204129341086,183.93069751663404,158.00474634590262,5,1,16.012408835780633,21.714264765323964,16.952011719581336,103.69885684725644
CUST0100,Customer_100,41,Male,Silver,42486.83425001488,1023.0052099024551,803.1655545136365,295.537550614596,306.5974505081796,2,5,31.035031332341653,20.321424213881198,7.901811005366594,192.57469863251444
CUST0101,Customer_101,44,Male,Bronze,50430.70214986922,980.5224502647907,857.0594458874747,297.2297503032284,494.3298029036388,3,5,35.490041560966226,17.011297247347155,0.9869736410015326,228.48730229560817
CUST0102,Customer_102,40,Male,Gold,40145.474011020466,896.1592734430802,989.4924376944441,255.50503217079722,564.7742072673734,1,5,34.823264733701215,25.435447383320167,2.062007904852436,185.29462130681082
CUST0103,Customer_103,45,Female,Bronze,45678.99548725749,949.4712341122291,887.0179300266574,289.38114719791093,425.2997998371511,4,8,36.21254107496083,14.890591061262766,7.558589758243726,253.39128012962954
CUST0104,Customer_104,41,Male,Gold,51805.584027220335,1135.770081407644,844.6411758292005,341.8983079185275,602.8396623128538,2,4,36.09159543025678,15.955729807921399,4.7536122746699645,139.2817919971323
CUST0105,Customer_105,44,Female,Silver,39760.13384470679,991.3785911790748,744.4104353796373,318.0880232214457,523.3528961608924,1,5,45.13834496236646,15.371076943926383,16.362861934188516,188.57057028098134
CUST0106,Customer_106,41,Male,Bronze,43331.15461171147,1023.8326912521723,907.6005391412411,338.87559924463693,347.9326406920634,3,2,38.443869693256495,16.28827707560563,4.322350287051167,213.08279525631312
CUST0107,Customer_107,47,Male,Gold,46655.690604535885,858.7687235327421,868.3591550305198,406.30976999791835,454.1716913639905,6,5,39.960245582450156,18.072650607392497,8.66770452391141,171.42590490858368
CUST0108,Customer_108,46,Female,Gold,48393.51158397292,889.4010539492051,766.8767046442222,101.37946268967033,490.7991326912544,1,1,40.94289302265482,26.47899855229837,7.969645442300533,201.15472323354925
CUST0109,Customer_109,44,Male,Gold,43115.55173404429,1059.9076482987768,870.9725455811349,311.7392314071903,472.16978061960134,1,6,38.12520121652296,16.732764521521467,10.682549217852017,149.04596054626887
CUST0110,Customer_110,44,Female,Bronze,43564.40501677898,1076.589556583158,947.4698232879953,282.4973041254856,521.7766299200287,5,5,39.051763099216906,15.064491302949522,2.674431684623137,166.84325886935997
CUST0111,Customer_111,42,Female,Bronze,42675.14348507277,973.6649924897107,952.9692754356731,277.95012219409085,488.6501643826202,3,2,34.30332303090623,18.567737332835154,1.9515262857944622,193.99786189988615
CUST0112,Customer_112,48,Female,Bronze,49703.80925848658,946.6557129069791,1049.0726136849953,299.86674572021116,406.29140288819605,2,4,37.05911590729386,19.511248667126463,8.802869905249324,176.09138060460242
CUST0113,Customer_113,45,Male,Silver,49563.2313739317,1062.9554135441324,751.5102031550097,29.60788650980453,533.4319911239273,1,4,33.1494348697032,13.594058687259942,10.70731364102394,198.7746548090794
CUST0114,Customer_114,42,Male,Gold,30654.78853927545,913.3755551747518,939.1804005402546,137.10884312258713,458.33599197791557,2,5,39.59790184207077,16.080793177355332,13.982857508322457,171.2441128091909
CUST0115,Customer_115,43,Male,Gold,38943.66020463402,923.671774880849,811.51972859731,267.7053940076577,611.1708480142344,1,2,46.35585163746804,18.372028968544402,4.654636306700417,207.19714062188228
CUST0116,Customer_116,42,Male,Silver,52740.04856773468,1035.7925871339269,851.2088591854297,500.7308213265503,379.42850769966617,4,5,45.50870644699399,23.684533590180557,8.160020745328833,153.3974638896145
CUST0117,Customer_117,45,Female,Silver,40221.42315123947,1169.3387247526623,913.6535331082738,248.46784486878914,458.46803058649084,1,3,45.00206953972213,17.029317163085814,2.7654450865903017,192.09958257581857
CUST0118,Customer_118,47,Male,Bronze,47204.76655332533,1067.6047685805815,824.3204911430539,142.81893332581564,590.1333651955487,2,4,45.64097070924529,20.66869002820198,10.279438860408039,240.95007034703252
CUST0119,Customer_119,42,Male,Bronze,48249.20064040618,973.7013124897085,926.8592278863257,437.84684264125315,490.78357562896235,3,6,37.17523635228557,16.482370997982983,2.775954029894832,117.00930231871995
CUST0120,Customer_120,50,Female,Bronze,38093.95817139158,945.8746376414229,872.3186700111079,315.7406697809101,521.5737212539296,4,4,38.16439143106794,19.847739851464897,6.756544369082265,224.2203672805998
CUST0121,Customer_121,45,Female,Bronze,47284.388930249086,1034.2881268667413,1017.3473857485325,303.10215587037067,310.31680520441535,3,4,36.35691659125121,20.75909205626528,14.191415357168179,176.63814730208185
CUST0122,Customer_122,44,Male,Bronze,52121.07472317619,992.0753179488569,1160.1683114180396,341.5509645631544,263.92372408441827,4,5,45.44876377041373,21.019544053809874,7.307720080081131,139.27105291131903
CUST0123,Customer_123,43,Female,Bronze,39357.397728953496,909.9476550195277,958.8578404420609,451.9904504351406,479.4671529822981,1,5,44.98315743322826,17.170651287041853,7.329914166635412,176.44064584187592
CUST0124,Customer_124,41,Female,Silver,46851.4021692193,955.9051851392219,941.9532443907028,196.25078221978998,396.254169967659,4,4,47.63481925616703,17.801091443156192,9.12342362875943,203.9777249561927
CUST0125,Customer_125,39,Female,Silver,34805.95594009612,815.4343685429906,1026.2584103427182,229.81418541075533,695.8199285668252,2,5,46.71054976283938,25.018278664477368,18.307517883181987,212.25098691779428
CUST0126,Customer_126,47,Female,Silver,46572.63474600592,1045.8361076166639,844.8814283671467,203.1801116577693,439.6625542589048,2,4,42.481937237283574,21.865915625711533,8.442034431459236,220.32590243165785
CUST0127,Customer_127,40,Female,Gold,42641.70270360141,896.3177679397195,713.346338292694,276.73193141573006,427.82524916167165,5,5,33.87906587835398,24.562277699002564,14.105168477626766,193.46293110405847
CUST0128,Customer_128,43,Male,Gold,38812.8038163826,930.7793223928948,1008.8748619704186,473.4586305934609,594.324352827219,2,3,39.70443123455602,13.694681903311444,9.615838570923907,171.57192241103994
CUST0129,Customer_129,42,Male,Bronze,35636.48466366602,1019.3600106569717,846.7299160338089,168.0083164289712,152.7737786718351,2,7,47.30629607273935,17.628711230241183,4.988939698191097,190.06322768225073
CUST0130,Customer_130,41,Male,Silver,45118.95949909733,1044.608027838469,1022.6933223884307,274.9845923520047,419.6326249823034,1,3,37.86760554049236,20.102096520448534,12.567923131166246,151.90463147958965
CUST0131,Customer_131,48,Male,Gold,42254.38199478715,965.8632705651564,825.2788320852177,42.57597397270584,528.404539636105,4,4,39.33495358612436,20.547817653112297,0.18727071556728703,160.12841967961117
CUST0132,Customer_132,46,Male,Gold,37338.55288415375,997.355793216663,764.3418195376595,331.6429982433526,436.43585177025165,1,6,35.32704211600976,16.569242688956855,9.002845986154714,210.45912048286147
CUST0133,Customer_133,40,Male,Silver,43918.39924923986,1010.8816500330573,969.3105607263144,302.64415552772255,403.2972160916678,1,5,33.639304940071966,10.235948549516177,10.18279902078834,203.11804523258587
CUST0134,Customer_134,36,Male,Gold,38561.346476450315,1029.9154261005199,1105.7495469711698,287.0793707675408,367.19970587708656,2,7,35.77017910437732,16.602423980049238,5.586282389089838,147.40014175223862
CUST0135,Customer_135,44,Female,Gold,51733.3922923478,1000.307927311603,874.7646497873712,255.8188731084456,283.6809191303343,4,4,38.097600432046875,28.579322703534583,9.493764541828432,153.44626849714447
CUST0136,Customer_136,42,Male,Silver,49352.22854598377,979.3270410537765,756.1722021682633,376.92289345752033,373.1855914461006,5,6,36.76339052170624,22.843049085205337,8.339277552637016,201.58321025366658
CUST0137,Customer_137,45,Male,Gold,39378.21672504563,903.6450167682538,1002.9960817581161,251.5224667893459,399.6351536758003,1,5,49.31262459621573,15.797401257237182,8.12109728336379,218.3666166624629
CUST0138,Customer_138,43,Male,Silver,45871.85898124867,861.760647185312,942.8307097207648,266.28557349954514,538.5729995679862,4,8,41.89816586606788,19.977388949746498,8.97192150788668,165.40501121567934
CUST0139,Customer_139,45,Female,Gold,42132.992949304855,984.8460976269614,1031.759753560796,184.3457434720359,553.9878561129045,4,4,28.390725504957025,17.176534038716703,14.484972732805545,175.31395813103353
CUST0140,Customer_140,41,Male,Silver,41086.125393858914,1052.0620026504553,954.6733568201379,261.10679008303055,403.31755881853127,2,3,47.07687844734721,18.03303859236598,14.085792604127482,221.63948155767355
CUST0141,Customer_141,46,Male,Gold,41451.898436409756,1008.373009033661,897.5804393609084,194.6298139269872,472.4359281721603,1,6,36.67691351350803,19.603478967618518,9.416439357730711,168.23285078887767
